Date,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST
31/05/2002,#N/A N/A,#N/A N/A,#N/A N/A,214.622696
03/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,212.8694
04/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,212.938004
05/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,212.074005
06/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,214.757004
07/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,211.609604
10/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,211.293304
11/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,211.236404
12/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,212.614594
13/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,212.961105
14/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,213.714996
17/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,212.287003
18/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,212.871506
19/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,213.862595
20/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,215.522293
21/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,216.056503
24/06/2002,#N/A N/A,#N/A N/A,#N/A N/A,217.985107
25/06/2002,216.213806,216.213806,216.213806,216.213806
26/06/2002,216.213806,216.213806,216.213806,215.256897
27/06/2002,216.213806,216.213806,216.213806,212.717194
28/06/2002,216.213806,216.213806,216.213806,213.199005
01/07/2002,216.213806,216.213806,216.213806,212.704605
02/07/2002,216.213806,216.213806,216.213806,209.942596
03/07/2002,216.213806,216.213806,216.213806,207.116104
04/07/2002,216.213806,216.213806,216.213806,206.820496
05/07/2002,216.213806,216.213806,216.213806,207.637802
08/07/2002,216.213806,216.213806,216.213806,213.649704
09/07/2002,216.213806,216.213806,216.213806,218.014404
10/07/2002,216.213806,216.213806,216.213806,216.497894
11/07/2002,216.213806,216.213806,216.213806,214.290405
12/07/2002,216.213806,216.213806,216.213806,214.9216
15/07/2002,216.213806,216.213806,216.213806,217.002594
16/07/2002,216.213806,216.213806,216.213806,216.223297
17/07/2002,216.213806,216.213806,216.213806,214.509903
18/07/2002,216.213806,216.213806,216.213806,217.620499
19/07/2002,216.213806,216.213806,216.213806,215.449402
22/07/2002,216.213806,216.213806,216.213806,211.221603
23/07/2002,216.213806,216.213806,216.213806,209.7603
24/07/2002,216.213806,216.213806,216.213806,206.533493
25/07/2002,207.8414,207.8414,207.8414,207.8414
26/07/2002,207.8414,207.8414,207.8414,196.392303
29/07/2002,207.8414,207.8414,207.8414,191.401901
30/07/2002,207.8414,207.8414,207.8414,195.818695
31/07/2002,207.8414,207.8414,207.8414,196.431198
01/08/2002,207.8414,207.8414,207.8414,195.765396
02/08/2002,207.8414,207.8414,207.8414,194.241699
05/08/2002,207.8414,207.8414,207.8414,186.128906
06/08/2002,207.8414,207.8414,207.8414,180.174103
07/08/2002,207.8414,207.8414,207.8414,186.517807
08/08/2002,207.8414,207.8414,207.8414,188.376205
09/08/2002,207.8414,207.8414,207.8414,190.576294
